CustomerID|CustomerName|Address1|Address2|City|State|PostalCode
"Columbus Hospital LTACH|John Coyle|Columbus Hospital LTACH|495 N 13th St"|Columbus Hospital LTACH|495 N 13th St|||NJ|07107
"Columbus Hospital LTACH|John Coyle|Orphan Drug Professional Services|495 N 13TH ST"|Orphan Drug Professional Services|495 N 13TH ST|||NJ|07107
"Community Medical Supply|Lisa Witt|Valley Health Services|690 W German St"|Valley Health Services|690 W German St|||NY|13350
"Community Medical Supply|Lisa Witt|Community Medical Supply|108 Utica Rd"|Community Medical Supply|108 Utica Rd|||NY|13323
"Community Medical Supply|Lisa Witt|Cedarbrook Village|101 Sitrin Lane"|Cedarbrook Village|101 Sitrin Lane|||NY|13413
"Community Medical Supply|Lisa Witt|Charles T Sitrin Health Care Center|2050 Tilden Ave"|Charles T Sitrin Health Care Center|2050 Tilden Ave|||NY|13413
"Community Medical Supply|Lisa Witt|Valley Residential Services|161 Valley Dr"|Valley Residential Services|161 Valley Dr|||NY|13350
"Community Medical Supply|Lisa Witt|Masonic Care Community of NY|2150 Bleecker St"|Masonic Care Community of NY|2150 Bleecker St|||NY|13501
"Community Medical Supply|Lisa Witt|Presbyterian Home for CNY|4290 Middle Settlement Rd"|Presbyterian Home for CNY|4290 Middle Settlement Rd|||NY|13413
"Community Medical Supply|Lisa Witt|Lutheran Home of CNY|108-110 Utica Rd"|Lutheran Home of CNY|108-110 Utica Rd|||NY|13323
"Community Medical Supply|Lisa Witt|KATHERINE LUTHER RESIDENTIAL HC & REHAB|108 UTICA RD"|KATHERINE LUTHER RESIDENTIAL HC & REHAB|108 UTICA RD|||NY|13323
"COMMUNITY MISSIONS INC|John Coyle|COMMUNITY MISSIONS INC|1570 BUFFALO AVE"|COMMUNITY MISSIONS INC|1570 BUFFALO AVE|||NY|14303
"Community Services for Every1|Ted Ruff|Community Services for Every1|180 Oak St"|Community Services for Every1|180 Oak St|||NY|14203
"Companion Care of Rochester|Lisa Witt|Companion Care of Rochester|70 Carlson Road"|Companion Care of Rochester|70 Carlson Road|||NY|14610
"Compassionate Care Network|Lisa Witt|Compassionate Care Network|500 Old Country Road"|Compassionate Care Network|500 Old Country Road|||NY|11530
"Compassionate Care Network|Lisa Witt|Crown Nursing And Rehabilitation Center|3457 Nostrand Ave"|Crown Nursing And Rehabilitation Center|3457 Nostrand Ave|||NY|11229
"Compassionate Care Network|Lisa Witt|Brighton Manor|989 Blossom Rd"|Brighton Manor|989 Blossom Rd|||NY|14610
"Compassionate Care Network|Lisa Witt|Campbell Hall Nursing and Rehab Center|23 Kiernan Rd"|Campbell Hall Nursing and Rehab Center|23 Kiernan Rd|||NY|10916
"Compassionate Care Network|Lisa Witt|Eleanor - The|419 N Quaker Ln"|Eleanor - The|419 N Quaker Ln|||NY|12538
"Compassionate Care Network|Lisa Witt|Heritage Health Care Center|1657 Sunset Ave"|Heritage Health Care Center|1657 Sunset Ave|||NY|13502
"Compassionate Care Network|Lisa Witt|Lakeview Rehabilitation And Care Center|63 Oakcrest Ave"|Lakeview Rehabilitation And Care Center|63 Oakcrest Ave|||NY|11953
"Compass Medical-East Bridgewater|Lisa Witt|Compass Medical Urgent Care|54 Miller Street, Ste. 201"|Compass Medical Urgent Care|54 Miller Street, Ste. 201|||MA|02169
"Comprehensive at Orleans|Ted Ruff|Comprehensive at Williamsville|147 Reist St"|Comprehensive at Williamsville|147 Reist St|||NY|14221
"Comprehensive at Orleans|Ted Ruff|Comprehensive at Orleans|14012 Route 31"|Comprehensive at Orleans|14012 Route 31|||NY|14411
"Comprehensive Care Solutions LLC|John Coyle|Comprehensive Care Solutions LLC|491 Lyons Ave"|Comprehensive Care Solutions LLC|491 Lyons Ave|||NJ|07111
"Comprehensive Care Solutions LLC|Lisa Witt|Crown Center for Nursing|28 Kellogg Rd"|Crown Center for Nursing|28 Kellogg Rd|||NY|13045
"Concordia Health Partners|John Coyle|Concordia Health Partners|300 Provider Ct"|Concordia Health Partners|300 Provider Ct|||KY|40475
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab Center|110 Brandywine Blvd"|Concordia Nursing and Rehab Center|110 Brandywine Blvd|||GA|30214
"Concordia Health Partners|John Coyle|Concordia Transitional Care and Rehab|4230 N Roxboro St"|Concordia Transitional Care and Rehab|4230 N Roxboro St|||NC|27704
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab Center -River Pointe|4142 Bonney Rd"|Concordia Nursing and Rehab Center -River Pointe|4142 Bonney Rd|||VA|23452
"Concordia Health Partners|John Coyle|Concordia Transitional Care and Rehab - Elizabeth City|901 Halstead Blvd"|Concordia Transitional Care and Rehab - Elizabeth City|901 Halstead Blvd|||NC|27909
"Concordia Health Partners|John Coyle|Concordia Transitional Care and Rehab - Bay Pointe|1148 First Colonial Rd"|Concordia Transitional Care and Rehab - Bay Pointe|1148 First Colonial Rd|||VA|23454
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab Fairpark|307 N 5th St"|Concordia Nursing and Rehab Fairpark|307 N 5th St|||TN|37804
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab- Northhaven|3300 N Broadway St"|Concordia Nursing and Rehab- Northhaven|3300 N Broadway St|||TN|37917
"Concordia Health Partners|John Coyle|Concordia Transitional Care and Rehab|200 W Constance Rd"|Concordia Transitional Care and Rehab|200 W Constance Rd|||VA|23434
"Concordia Health Partners|John Coyle|Concordia Transitional Care and Rehab- Maryville|1012 Jamestown Way"|Concordia Transitional Care and Rehab- Maryville|1012 Jamestown Way|||TN|37803
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab Loudon|1520 Grove St Loudon"|Concordia Nursing and Rehab Loudon|1520 Grove St Loudon|||TN|37774
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehab - Henderson|280 S Beckford Dr"|Concordia Nursing and Rehab - Henderson|280 S Beckford Dr|||NC|27536
"Concordia Health Partners|John Coyle|Concordia Healthcare Center - Heritage Manor|401 Indiana Avenue"|Concordia Healthcare Center - Heritage Manor|401 Indiana Avenue|||KY|42066
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehabilitation - Maple|515 Greene Drive"|Concordia Nursing and Rehabilitation - Maple|515 Greene Drive|||KY|42345
"Concordia Health Partners|John Coyle|Concordia Nursing and Rehabilitation - Smith County|112 Health Care Drive"|Concordia Nursing and Rehabilitation - Smith County|112 Health Care Drive|||TN|37030
"Confidence Management Systems LLC|Ted Ruff|Confidence Management Systems LLC|1420 E Linden Ave"|Confidence Management Systems LLC|1420 E Linden Ave|||NJ|07036
"Connecticut Health Southport Home|Lisa Witt|Connecticut Health Southport Home|930 Mill Hill Terr"|Connecticut Health Southport Home|930 Mill Hill Terr|||CT|06890
"Contour You|Lisa Witt|Contour You|23233 North Pima Road
Suite 112"|Contour You|"23233 North Pima Road
Suite 112"|||AZ|85255
"Cormin Global Purchasing Partners|Lisa Witt|Cormin Global Purchasing Partners|8116 South Tryon Street
Suite 187"|Cormin Global Purchasing Partners|"8116 South Tryon Street
Suite 187"|||NC|28273
"Cornerstone Medical Center|John Coyle|Cornerstone Medical Center|100 Gross Crescent Circle"|Cornerstone Medical Center|100 Gross Crescent Circle|||GA|30742
"Cornerstone of Rhinebeck|Lisa Witt|Cornerstone of Rhinebeck|93 Serenity Hill Rd"|Cornerstone of Rhinebeck|93 Serenity Hill Rd|||NY|12572
"Corning Center for Rehabilitation and Healthcare|Lisa Witt|Corning Center for Rehabilitation and Healthcare|205 E First St"|Corning Center for Rehabilitation and Healthcare|205 E First St|||NY|14830
"Corning Meals on Wheels|Lisa Witt|Corning Meals on Wheels|144 Cedar St"|Corning Meals on Wheels|144 Cedar St|||NY|14830
"Courtyards Adult Care Facility - The|Ted Ruff|Courtyards Adult Care Facility - The|5285 S Park Ave"|Courtyards Adult Care Facility - The|5285 S Park Ave|||NY|14075
"Coventry  House of Siler City|Shaina Pineiro|Coventry House Inn|150 Coventry Drive"|Coventry House Inn|150 Coventry Drive|||NC|27565
"Coventry  House of Siler City|Shaina Pineiro|Coventry House Inn|20 Medical Court"|Coventry House Inn|20 Medical Court|||NC|27537
"Coventry  House of Siler City|Shaina Pineiro|Coventry  House of Siler City|260 Village Lake Road"|Coventry  House of Siler City|260 Village Lake Road|||NC|27344
"Coventry  House of Siler City|Shaina Pineiro|Village  Lake Inn|219 Village Lake Road"|Village  Lake Inn|219 Village Lake Road|||NC|27344
"CP Rochester|Lisa Witt|CP Rochester|3399 Winton Rd S"|CP Rochester|3399 Winton Rd S|||NY|14623
"Crestview Senior Communities|Julie Prokop|Crest View Senior Community at Blain|12016 Ulysses Street Northeast"|Crest View Senior Community at Blain|12016 Ulysses Street Northeast|||MN|55434
"Crestview Senior Communities|Julie Prokop|Columbia Village|1675 44th Avenue Northeast"|Columbia Village|1675 44th Avenue Northeast|||MN|55421
"Crestview Senior Communities|Julie Prokop|Crestview Senior Communities|4444 Reservoir Boulevard"|Crestview Senior Communities|4444 Reservoir Boulevard|||MN|55421
"Crestview Senior Communities|Julie Prokop|Royal Place|1515 44th Avenue Northeast"|Royal Place|1515 44th Avenue Northeast|||MN|55421
"Crestview Senior Communities|Julie Prokop|Boulevard Apartments|4458 Reservoir Boulevard"|Boulevard Apartments|4458 Reservoir Boulevard|||MN|55421
"Crestview Senior Communities|Julie Prokop|Crest View on 42nd|900 42nd Avenue Northeast"|Crest View on 42nd|900 42nd Avenue Northeast|||MN|55421
"Crimson Ridge Gardens|Lisa Witt|Crimson Ridge Gardens|1 Treeline Dr"|Crimson Ridge Gardens|1 Treeline Dr|||NY|14612
"Crimson Ridge Meadows|Lisa Witt|Crimson Ridge Meadows|3 Treeline Dr"|Crimson Ridge Meadows|3 Treeline Dr|||NY|14612
"Crown Adult Day Care|Lisa Witt|Crown Adult Day Care|8895 26th Avenue"|Crown Adult Day Care|8895 26th Avenue|||NY|11214-6601
"Cuba Memorial Hospital|Tony DelVecchio|Cuba Memorial Hospital|140 W Main St"|Cuba Memorial Hospital|140 W Main St|||NY|14727
"D and Z Management|John Coyle|D and Z Management|2 Bedford Road"|D and Z Management|2 Bedford Road|||NY|10952
"Danforth Adult Care Center|Lisa Witt|Danforth Adult Care Center|19 Danforth St"|Danforth Adult Care Center|19 Danforth St|||NY|12090
"Danielcare|John Coyle|Danielcare|188 North Street"|Danielcare|188 North Street|||CT|06901
"David Communities|Ted Ruff|David Communities|5465 Upper Mountain Road"|David Communities|5465 Upper Mountain Road|||NY|14094
"David Communities|Ted Ruff|Mount View Assisted Living|5465 Upper Mountain Rd"|Mount View Assisted Living|5465 Upper Mountain Rd|||NY|14094
"David Communities|Ted Ruff|Cobbs Hill Manor|1175 Monroe Ave"|Cobbs Hill Manor|1175 Monroe Ave|||NY|14620
"Daystar for Medically Fragile Children|Ted Ruff|Daystar for Medically Fragile Children|700 Lac De Ville Boulevard"|Daystar for Medically Fragile Children|700 Lac De Ville Boulevard|||NY|14620
"Deja Vu Med Spa|Lisa Witt|Deja Vu Med Spa|9898 Rosemont Ave
Ste. 104"|Deja Vu Med Spa|"9898 Rosemont Ave
Ste. 104"|||CO|80124
"Delaware Nursing & Rehabilitation Center|Ted Ruff|Delaware Nursing & Rehabilitation Center|1014 Delaware Ave"|Delaware Nursing & Rehabilitation Center|1014 Delaware Ave|||NY|14209
"DePaul Community Services|Ted Ruff|DePaul - McKinley Square|2704 Main St"|DePaul - McKinley Square|2704 Main St|||NY|14214
"DePaul Community Services|Ted Ruff|DePaul - Westwood Commons|50 Union Square Blvd"|DePaul - Westwood Commons|50 Union Square Blvd|||NY|14514
"DePaul Community Services|Ted Ruff|DePaul - Living Opportunities|2240 Old Union Rd"|DePaul - Living Opportunities|2240 Old Union Rd|||NY|14227
"DePaul Community Services|Ted Ruff|DePaul - Edgerton Square|435 Dewey Ave"|DePaul - Edgerton Square|435 Dewey Ave|||NY|14613
"DePaul Community Services|Ted Ruff|DePaul - Horizons|3132 State Route 21 S"|DePaul - Horizons|3132 State Route 21 S|||NY|14424
"DePaul Community Services|Ted Ruff|DePaul - Kensington Square|563 Kensington Ave"|DePaul - Kensington Square|563 Kensington Ave|||NY|14214
"DePaul Community Services|Ted Ruff|DePaul - Parkside|420 E Main St"|DePaul - Parkside|420 E Main St|||NY|14445
"DePaul Community Services|Ted Ruff|DePaul - Cornerstone on Campus|435 E Henrietta Rd"|DePaul - Cornerstone on Campus|435 E Henrietta Rd|||NY|14620
"DePaul Community Services|Ted Ruff|DePaul - Woodridge Assisted Living|2515 Fowler Secrest Rd"|DePaul - Woodridge Assisted Living|2515 Fowler Secrest Rd|||NC|28110
"DePaul Community Services|Ted Ruff|DePaul - City Center|150 Mt Hope Ave"|DePaul - City Center|150 Mt Hope Ave|||NY|14620
"DePaul Community Services|Ted Ruff|DePaul - NCADD RA|1930 Buffalo Rd"|DePaul - NCADD RA|1930 Buffalo Rd|||NY|14624
"DePaul Community Services|Ted Ruff|DePaul - East Towne|4815 N Sharon Amity Rd"|DePaul - East Towne|4815 N Sharon Amity Rd|||NC|28205
"DePaul Community Services|Ted Ruff|DePaul - Seneca Square|1603 Seneca St"|DePaul - Seneca Square|1603 Seneca St|||NY|14210
"DePaul Community Services|Ted Ruff|DePaul - Greenbrier|703 S Walnut St"|DePaul - Greenbrier|703 S Walnut St|||NC|28340
"DePaul Community Services|Ted Ruff|DePaul - Problem Gamblers Treatment Program|339 East Ave - Ste 303"|DePaul - Problem Gamblers Treatment Program|339 East Ave - Ste 303|||NY|14604
"DePaul Community Services|Ted Ruff|DePaul - East Ridge|385 E Ridge Rd"|DePaul - East Ridge|385 E Ridge Rd|||NY|14612
"DePaul Community Services|Ted Ruff|DePaul - Carriage Factory|33 Litchfield St"|DePaul - Carriage Factory|33 Litchfield St|||NY|14608
"DePaul Community Services|Ted Ruff|DePaul - Ebenezer Square|2400 Seneca Street"|DePaul - Ebenezer Square|2400 Seneca Street|||NY|14210
"DePaul Community Services|Ted Ruff|DePaul - Halstead Square|770 W Main St"|DePaul - Halstead Square|770 W Main St|||NY|14611
"DePaul Community Services|Ted Ruff|DePaul - Dayspring of Wallace|4026 Highway 11 S"|DePaul - Dayspring of Wallace|4026 Highway 11 S|||NC|28466
"DePaul Community Services|Ted Ruff|DePaul Community Services - Wheatfield Commons|3920 Forest Parkway"|DePaul Community Services - Wheatfield Commons|3920 Forest Parkway|||NY|14120
"DePaul Community Services|Ted Ruff|DePaul - Oakview Commons|565 Boyette Rd - Po Box 160"|DePaul - Oakview Commons|565 Boyette Rd - Po Box 160|||NC|27524
"DePaul Community Services|Ted Ruff|DePaul - Main Street Tap|750 W Main St"|DePaul - Main Street Tap|750 W Main St|||NY|14611
"DePaul Community Services|Ted Ruff|DePaul - Cambridge House|114 Tenth St NE"|DePaul - Cambridge House|114 Tenth St NE|||NC|28637
"DePaul Community Services|Ted Ruff|DePaul - Heath House|919 Wilma Sigmon Rd"|DePaul - Heath House|919 Wilma Sigmon Rd|||NC|28092
"DePaul Community Services|Ted Ruff|DePaul - Hickory Village Memory Care|427 Third Ave SE"|DePaul - Hickory Village Memory Care|427 Third Ave SE|||NC|28602
"DePaul Community Services|Ted Ruff|DePaul - Wexford House|3900 Wexford Ln"|DePaul - Wexford House|3900 Wexford Ln|||NC|28037
"DePaul Community Services|Ted Ruff|DePaul - Twelve Oaks|1297 Galax Tr"|DePaul - Twelve Oaks|1297 Galax Tr|||NC|27030
"DePaul Community Services|Ted Ruff|DePaul - Southfork|1345 Jonestown Rd"|DePaul - Southfork|1345 Jonestown Rd|||NC|27103
"DePaul Community Services|Ted Ruff|DePaul - Ridgeview Commons|109 Marburger St"|DePaul - Ridgeview Commons|109 Marburger St|||NY|14621
"DePaul Community Services|Ted Ruff|DePaul - Batavia Special Needs Apartments|555 E Main St"|DePaul - Batavia Special Needs Apartments|555 E Main St|||NY|14020
"DePaul Community Services|Ted Ruff|DePaul  -Living Opportunities - Depew|207 Rutherford Pl"|DePaul  -Living Opportunities - Depew|207 Rutherford Pl|||NY|14043
"DePaul Community Services|Ted Ruff|DePaul - Living Opportunities - Lancaster|38 Aurora St"|DePaul - Living Opportunities - Lancaster|38 Aurora St|||NY|14086
"DePaul Community Services|Ted Ruff|DePaul - Living Opportunities - Edgebrook|65 Edgebrook Estates"|DePaul - Living Opportunities - Edgebrook|65 Edgebrook Estates|||NY|14227
"DePaul Community Services|Ted Ruff|DePaul - Warsaw|35 Culver Ave"|DePaul - Warsaw|35 Culver Ave|||NY|14569
"DePaul Community Services|Ted Ruff|DePaul - Rolling Ridge|700 Mount Olive Dr"|DePaul - Rolling Ridge|700 Mount Olive Dr|||NC|28366
"DePaul Community Services|Ted Ruff|DePaul - Pee Dee Gardens|3117 W Palmetto"|DePaul - Pee Dee Gardens|3117 W Palmetto|||SC|29501
"DePaul Community Services|Ted Ruff|DePaul - Riverside|238 Onatario St"|DePaul - Riverside|238 Onatario St|||NY|14207
"DePaul Community Services|Ted Ruff|Brown Street Apartments|719 Brown Street"|Brown Street Apartments|719 Brown Street|||NY|14611
"DePaul Community Services|Ted Ruff|DePaul - Rochester View|4365 W Henrietta Rd"|DePaul - Rochester View|4365 W Henrietta Rd|||NY|14467
"DePaul Community Services|Ted Ruff|DePaul - Apple Blossom|2248 Old Union Road"|DePaul - Apple Blossom|2248 Old Union Road|||NY|14227
"DePaul Community Services|Ted Ruff|DePaul - Elmgrove|42 Elmgrove Road"|DePaul - Elmgrove|42 Elmgrove Road|||NY|14606
"DePaul Community Services|Ted Ruff|DePaul - NOTA|21 Elton Street"|DePaul - NOTA|21 Elton Street|||NY|14607
"DePaul Community Services|Ted Ruff|DePaul - Prestwick Village Assisted Living|1000 Johns Road"|DePaul - Prestwick Village Assisted Living|1000 Johns Road|||NC|28352-5112
"DePaul Community Services|Ted Ruff|DePaul - Trolley Station|2464 County Road 28"|DePaul - Trolley Station|2464 County Road 28|||NY|14424
"DePaul Community Services|Ted Ruff|DePaul - Ashe Gardens|300 W Ashe St"|DePaul - Ashe Gardens|300 W Ashe St|||NC|28425
"DePaul Community Services|Ted Ruff|DePaul Joseph Allen Apartments|780 Albany Street"|DePaul Joseph Allen Apartments|780 Albany Street|||NY|12307
"DePaul Community Services|Ted Ruff|DePaul Community Services|1931 Buffalo Rd"|DePaul Community Services|1931 Buffalo Rd|||NY|14624
"DePaul Community Services|Ted Ruff|DePaul - Glenwell|2248 Old Union Rd"|DePaul - Glenwell|2248 Old Union Rd|||NY|14227
"DePaul Community Services|Ted Ruff|DePaul - Woodcrest Commons|4455 W Henrietta Rd"|DePaul - Woodcrest Commons|4455 W Henrietta Rd|||NY|14467
"DePaul Community Services|John Coyle|DePaulSkybird Landing|16 Mustang Circle"|DePaulSkybird Landing|16 Mustang Circle|||NY|14454
"Dermatology Associates|Lisa Witt|Derma Spa|100 Spruce Blvd. 2nd Floor"|Derma Spa|100 Spruce Blvd. 2nd Floor|||NY|14623
"DeSio's Tender Care Adult Home|Lisa Witt|DeSio's Tender Care Adult Home|99 Gorham Street"|DeSio's Tender Care Adult Home|99 Gorham Street|||NY|14424
"Diabetes and Osteoporosis Center|John Coyle|Diabetes and Osteoporosis Center|20 Willis Way"|Diabetes and Osteoporosis Center|20 Willis Way|||NJ|08854
"DiMarco Vein Center|Ted Ruff|DiMarco Vein Center|109 Valentine Run Road"|DiMarco Vein Center|109 Valentine Run Road|||PA|16345
"District 9|Ted Ruff|Genesee Health Facilities Association|40 Barrett Dr"|Genesee Health Facilities Association|40 Barrett Dr|||NY|14580
"District 9|Ted Ruff|Auburn Rehabilitation and Nursing Center|85 Thornton Ave"|Auburn Rehabilitation and Nursing Center|85 Thornton Ave|||NY|13021
"District 9|Ted Ruff|East Side Nursing Home|62 Prospect St"|East Side Nursing Home|62 Prospect St|||NY|14569
"District 9|Ted Ruff|Aaron Manor LLC|100 Saint Camillus Way"|Aaron Manor LLC|100 Saint Camillus Way|||NY|14450
"District 9|Ted Ruff|Hornell Gardens|434 Monroe Ave"|Hornell Gardens|434 Monroe Ave|||NY|14843
"District 9|Ted Ruff|Newark Manor|222 W Pearl St"|Newark Manor|222 W Pearl St|||NY|14513
"District 9|Ted Ruff|Shore Winds - The|425 Beach Ave"|Shore Winds - The|425 Beach Ave|||NY|14612
"District 9|Ted Ruff|Wedgewood Nursing Facility|5 Church St"|Wedgewood Nursing Facility|5 Church St|||NY|14559
"District 9|Ted Ruff|Woodside Manor Nursing Facility|2425 Clinton Ave S"|Woodside Manor Nursing Facility|2425 Clinton Ave S|||NY|14618
"District 9|Ted Ruff|Fountains - The|3800 N Federal Hwy"|Fountains - The|3800 N Federal Hwy|||FL|33431
"District 9|Ted Ruff|ROHM Services Corporation|740 East Ave"|ROHM Services Corporation|740 East Ave|||NY|14607
"District 9|Ted Ruff|Brightonian - The|1919 Elmwood Ave"|Brightonian - The|1919 Elmwood Ave|||NY|14620
"District 9|Ted Ruff|Penfield Place|1700 Penfield Rd"|Penfield Place|1700 Penfield Rd|||NY|14526
"District 9|Ted Ruff|Conesus Lake Nursing Facility|6131 Big Tree Rd"|Conesus Lake Nursing Facility|6131 Big Tree Rd|||NY|14487
"District 9|Ted Ruff|Elm Manor Nursing Home|210 N Main St"|Elm Manor Nursing Home|210 N Main St|||NY|14424
"District 9|Ted Ruff|The Baird Nursing Home|2150 St Paul St"|The Baird Nursing Home|2150 St Paul St|||NY|14621
"District 9|Ted Ruff|District 9|"|District 9|||||
"District 9|Ted Ruff|LeRoy Village Green|10 Munson St"|LeRoy Village Green|10 Munson St|||NY|14482
"District 9|Ted Ruff|Latta Road Nursing Home East|2102 Latta Road"|Latta Road Nursing Home East|2102 Latta Road|||NY|14612
"District 9|Ted Ruff|Hamilton Manor Nursing Home|1172 Long Pond Road"|Hamilton Manor Nursing Home|1172 Long Pond Road|||NY|14626
"District 9|Ted Ruff|Latta Road Nursing Home West|2100 Latta Rod"|Latta Road Nursing Home West|2100 Latta Rod|||NY|14612
"District 9|Ted Ruff|Avon Nursing Facility|215 Clinton St"|Avon Nursing Facility|215 Clinton St|||NY|14414
"District 9|Ted Ruff|Seneca Nursing & Rehab Center|200 Douglas Dr"|Seneca Nursing & Rehab Center|200 Douglas Dr|||NY|13165
"District 9|Ted Ruff|Hurlbut - The|1177 E Henrietta Rd"|Hurlbut - The|1177 E Henrietta Rd|||NY|14623
"District 9|Ted Ruff|Elcor Operating Co LLC DBA Elcor Nursing & Rehab|48 Colonial Dr"|Elcor Operating Co LLC DBA Elcor Nursing & Rehab|48 Colonial Dr|||NY|14845
"District 9|Ted Ruff|Crest Manor Living & Rehabilitation Center Inc|6745 Pittsford-Palmyra Rd"|Crest Manor Living & Rehabilitation Center Inc|6745 Pittsford-Palmyra Rd|||NY|14450
"District 9|Ted Ruff|The Maplewood|100 Daniel Dr"|The Maplewood|100 Daniel Dr|||NY|14580
"District 9|Ted Ruff|Creekview Nursing and Rehab Center|525 Beahan Rd"|Creekview Nursing and Rehab Center|525 Beahan Rd|||NY|14624
"Divine|Lisa Witt|Divine|12 North Water Street"|Divine|12 North Water Street|||MA|02539
"Doctors Hospital|Shaina Pineiro|Doctors Hospital|1 Collins Ave and Shir"|Doctors Hospital|1 Collins Ave and Shir||||
"Donohoe Specialty Medical, Inc.|John Coyle|Donohoe Specialty Medical, Inc.|661 Bristol Pike, 2nd Floor"|Donohoe Specialty Medical, Inc.|661 Bristol Pike, 2nd Floor|||PA|19020
"Drip Fusion|Lisa Witt|Drip Fusion|545 Old Norcross Road"|Drip Fusion|545 Old Norcross Road|||GA|30046
"Eagle Star Housing|Lisa Witt|Eagle Star Housing|330 Franlee Lane"|Eagle Star Housing|330 Franlee Lane|||NY|14564
"Eagle Star Housing|Lisa Witt|Eagle Star Housing Farmington|1133 Corporate Drive"|Eagle Star Housing Farmington|1133 Corporate Drive|||NY|14425
"Eastern Niagara Hospital|Tony DelVecchio|Eastern Niagara Health System|2600 William St"|Eastern Niagara Health System|2600 William St|||NY|14108
"Eastern Niagara Hospital|Tony DelVecchio|Eastern Niagara Hospital - Lockport|521 East Ave"|Eastern Niagara Hospital - Lockport|521 East Ave|||NY|14094
"Eastern Niagara Hospital|Tony DelVecchio|Niagara Regional Surgery Center|5875 S Transit Rd"|Niagara Regional Surgery Center|5875 S Transit Rd|||NY|14094
"Eastern Niagara Hospital|Tony DelVecchio|Eastern Niagara Hospital|"|Eastern Niagara Hospital|||||
"East House|Lisa Witt|East House|259 Monroe Ave, Suite 200"|East House|259 Monroe Ave, Suite 200|||NY|14623
"EDGEHILL|John Coyle|EDGEHILL|122 PALMERS HILL RD"|EDGEHILL|122 PALMERS HILL RD|||CT|6902
"Eiikon, LLC|Lisa Witt|Eiikon, LLC|7412 SW 48th Street
Suite A Downstairs"|Eiikon, LLC|"7412 SW 48th Street
Suite A Downstairs"|||FL|33155
"Eiikon, LLC|Lisa Witt|Eiikon Warehouse|4815 SW 75th Ave"|Eiikon Warehouse|4815 SW 75th Ave|||FL|33155-4438
"E J NOBLE HOSPITAL|Migration User|E J NOBLE HOSPITAL|77 W BARNEY ST"|E J NOBLE HOSPITAL|77 W BARNEY ST|||NY|13642
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood of Lakeside at Brockport|170 West Ave"|Elderwood of Lakeside at Brockport|170 West Ave|||NY|14420
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Riverside|100 Wampanoag Trail"|Elderwood at Riverside|100 Wampanoag Trail|||RI|02915
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood Assisted Living at Cheektowaga|229 Bennett Rd"|Elderwood Assisted Living at Cheektowaga|229 Bennett Rd|||NY|14227
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Williamsville|200 Bassett Rd"|Elderwood at Williamsville|200 Bassett Rd|||NY|14221
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Grand Island|2850 Grand Island Blvd"|Elderwood at Grand Island|2850 Grand Island Blvd|||NY|14072
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood Assisted Living at Hamburg|76 Buffalo St"|Elderwood Assisted Living at Hamburg|76 Buffalo St|||NY|14075
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Liverpool|4800 Bear Rd"|Elderwood at Liverpool|4800 Bear Rd|||NY|13088
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood Village at Williamsville|5271 Main St"|Elderwood Village at Williamsville|5271 Main St|||NY|14221
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Hamburg|5772 Maelou Dr"|Elderwood at Hamburg|5772 Maelou Dr|||NY|14075
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Lancaster|1818 Como Park Blvd"|Elderwood at Lancaster|1818 Como Park Blvd|||NY|14086
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Cheektowaga|225 Bennett Rd"|Elderwood at Cheektowaga|225 Bennett Rd|||NY|14227
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Lockport|104 Old Niagara Rd"|Elderwood at Lockport|104 Old Niagara Rd|||NY|14094
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood Administrative Services LLC|500 Seneca Street
Suite 100"|Elderwood Administrative Services LLC|"500 Seneca Street
Suite 100"|||NY|14204
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at North Creek|112 Ski Bowl Road"|Elderwood at North Creek|112 Ski Bowl Road|||NY|12853
"Elderwood Administrative Services LLC|Ted Ruff|Elderwood at Burlington|98 Starr Farm Road"|Elderwood at Burlington|98 Starr Farm Road|||VT|05408
"Elderwood Administrative Services LLC|Ted Ruff|Woodmark Pharmacy of CT|41 Northwest Drive"|Woodmark Pharmacy of CT|41 Northwest Drive|||CT|06062
